id,full_name,first_name,last_name,is_active
1642277,Johnny Furphy,Johnny,Furphy,True
1629655,Daniel Gafford,Daniel,Gafford,True
1629636,Darius Garland,Darius,Garland,True
1630585,Marcus Garrett,Marcus,Garrett,True
1630568,Luka Garza,Luka,Garza,True
1641718,Keyonte George,Keyonte,George,True
1642273,Kyshawn George,Kyshawn,George,True
202331,Paul George,Paul,George,True
201959,Taj Gibson,Taj,Gibson,True
1630581,Josh Giddey,Josh,Giddey,True
1628983,Shai Gilgeous-Alexander,Shai,Gilgeous-Alexander,True
1630264,Anthony Gill,Anthony,Gill,True
1631221,Collin Gillespie,Collin,Gillespie,True
203497,Rudy Gobert,Rudy,Gobert,True
1630692,Jordan Goodwin,Jordan,Goodwin,True
203932,Aaron Gordon,Aaron,Gordon,True
201569,Eric Gordon,Eric,Gordon,True
1641789,Jazian Gortman,Jazian,Gortman,True
203924,Jerami Grant,Jerami,Grant,True
1631260,AJ Green,AJ,Green,True
203110,Draymond Green,Draymond,Green,True
1630224,Jalen Green,Jalen,Green,True
1629750,Javonte Green,Javonte,Green,True
201145,Jeff Green,Jeff,Green,True
1630182,Josh Green,Josh,Green,True
1629656,Quentin Grimes,Quentin,Grimes,True
1631243,Mouhamed Gueye,Mouhamed,Gueye,True
1629060,Rui Hachimura,Rui,Hachimura,True
1630169,Tyrese Haliburton,Tyrese,Haliburton,True
1641790,PJ Hall,PJ,Hall,True
203501,Tim Hardaway Jr.,Tim,Hardaway Jr.,True
201935,James Harden,James,Harden,True
1630702,Jaden Hardy,Jaden,Hardy,True
1641989,Elijah Harkless,Elijah,Harkless,True
1631199,Ron Harper Jr.,Ron,Harper Jr.,True
203914,Gary Harris,Gary,Harris,True
202699,Tobias Harris,Tobias,Harris,True
1628404,Josh Hart,Josh,Hart,True
1628392,Isaiah Hartenstein,Isaiah,Hartenstein,True
1630573,Sam Hauser,Sam,Hauser,True
1641722,Jordan Hawkins,Jordan,Hawkins,True
1629637,Jaxson Hayes,Jaxson,Hayes,True
1630165,Killian Hayes,Killian,Hayes,True
1630703,Scoot Henderson,Scoot,Henderson,True
1641707,Taylor Hendricks,Taylor,Hendricks,True
1629639,Tyler Herro,Tyler,Herro,True
1627741,Buddy Hield,Buddy,Hield,True
1629312,Haywood Highsmith,Haywood,Highsmith,True
1628988,Aaron Holiday,Aaron,Holiday,True
201950,Jrue Holiday,Jrue,Holiday,True
1641842,Ronald Holland II,Ronald,Holland II,True
1626158,Richaun Holmes,Richaun,Holmes,True
1631096,Chet Holmgren,Chet,Holmgren,True
1641720,Jalen Hood-Schifino,Jalen,Hood-Schifino,True
201143,Al Horford,Al,Horford,True
1629659,Talen Horton-Tucker,Talen,Horton-Tucker,True
1631216,Caleb Houstan,Caleb,Houstan,True
1641724,Jett Howard,Jett,Howard,True
1628989,Kevin Huerter,Kevin,Huerter,True
1630643,Jay Huff,Jay,Huff,True
1630574,Ariel Hukporti,Ariel,Hukporti,True
1629631,De'Andre Hunter,De'Andre,Hunter,True
1630538,Bones Hyland,Bones,Hyland,True
1642345,Oso Ighodaro,Oso,Ighodaro,True
204060,Joe Ingles,Joe,Ingles,True
1627742,Brandon Ingram,Brandon,Ingram,True
1631127,Harrison Ingram,Harrison,Ingram,True
202681,Kyrie Irving,Kyrie,Irving,True
1628371,Jonathan Isaac,Jonathan,Isaac,True
1631093,Jaden Ivey,Jaden,Ivey,True
1641713,GG Jackson,GG,Jackson,True
1630543,Isaiah Jackson,Isaiah,Jackson,True
1631245,Quenton Jackson,Quenton,Jackson,True
202704,Reggie Jackson,Reggie,Jackson,True
1641748,Andre Jackson Jr.,Andre,Jackson Jr.,True
1628991,Jaren Jackson Jr.,Jaren,Jackson Jr.,True
1631218,Trayce Jackson-Davis,Trayce,Jackson-Davis,True
1642355,Bronny James,Bronny,James,True
2544,LeBron James,LeBron,James,True
1631170,Jaime Jaquez Jr.,Jaime,Jaquez Jr.,True
1629610,DaQuan Jeffries,DaQuan,Jeffries,True
1641998,Trey Jemison III,Trey,Jemison III,True
1642450,Daniss Jenkins,Daniss,Jenkins,True
1629660,Ty Jerome,Ty,Jerome,True
1630198,Isaiah Joe,Isaiah,Joe,True
1642358,AJ Johnson,AJ,Johnson,True
1629661,Cameron Johnson,Cameron,Johnson,True
1630552,Jalen Johnson,Jalen,Johnson,True
201949,James Johnson,James,Johnson,True
1629640,Keldon Johnson,Keldon,Johnson,True
1630553,Keon Johnson,Keon,Johnson,True
1642352,Keshad Johnson,Keshad,Johnson,True
203999,Nikola Jokić,Nikola,Jokić,True
1641732,Colby Jones,Colby,Jones,True
1641794,Dillon Jones,Dillon,Jones,True
1630529,Herbert Jones,Herbert,Jones,True
1642403,Isaac Jones,Isaac,Jones,True
1630539,Kai Jones,Kai,Jones,True
1630222,Mason Jones,Mason,Jones,True
1642461,Spencer Jones,Spencer,Jones,True
1630200,Tre Jones,Tre,Jones,True
1626145,Tyus Jones,Tyus,Jones,True
1627884,Derrick Jones Jr.,Derrick,Jones Jr.,True
201599,DeAndre Jordan,DeAndre,Jordan,True
202709,Cory Joseph,Cory,Joseph,True
1631107,Nikola Jović,Nikola,Jović,True
1630548,Johnny Juzang,Johnny,Juzang,True
1642530,Yuki Kawamura,Yuki,Kawamura,True
1630283,Kylor Kelley,Kylor,Kelley,True
1628379,Luke Kennard,Luke,Kennard,True
1631117,Walker Kessler,Walker,Kessler,True
1630296,Braxton Key,Braxton,Key,True
1630557,Corey Kispert,Corey,Kispert,True
1628467,Maxi Kleber,Maxi,Kleber,True
1641752,Bobi Klintman,Bobi,Klintman,True
1642261,Dalton Knecht,Dalton,Knecht,True
1628995,Kevin Knox II,Kevin,Knox II,True
1642278,Tyler Kolek,Tyler,Kolek,True
1631132,Christian Koloko,Christian,Koloko,True
1629723,John Konchar,John,Konchar,True
1628436,Luke Kornet,Luke,Kornet,True
1630249,Vít Krejčí,Vít,Krejčí,True
1630228,Jonathan Kuminga,Jonathan,Kuminga,True
1628398,Kyle Kuzma,Kyle,Kuzma,True
1631222,Jake LaRavia,Jake,LaRavia,True
203897,Zach LaVine,Zach,LaVine,True
1627746,Skal Labissiere,Skal,Labissiere,True
1629111,Jock Landale,Jock,Landale,True
1641796,Pelle Larsson,Pelle,Larsson,True
1630639,A.J. Lawson,A.J.,Lawson,True
1627747,Caris LeVert,Caris,LeVert,True
1627814,Damion Lee,Damion,Lee,True
203458,Alex Len,Alex,Len,True
202695,Kawhi Leonard,Kawhi,Leonard,True
1642502,Malevy Leons,Malevy,Leons,True
1641721,Maxwell Lewis,Maxwell,Lewis,True
1630604,E.J. Liddell,E.J.,Liddell,True
203081,Damian Lillard,Damian,Lillard,True
1641726,Dereck Lively II,Dereck,Lively II,True
1641753,Chris Livingston,Chris,Livingston,True
1626172,Kevon Looney,Kevon,Looney,True
201572,Brook Lopez,Brook,Lopez,True
201567,Kevin Love,Kevin,Love,True
200768,Kyle Lowry,Kyle,Lowry,True
1641754,Seth Lundy,Seth,Lundy,True
1626168,Trey Lyles,Trey,Lyles,True
1630572,Sandro Mamukelashvili,Sandro,Mamukelashvili,True
1629611,Terance Mann,Terance,Mann,True
1630544,Tre Mann,Tre,Mann,True
1628374,Lauri Markkanen,Lauri,Markkanen,True
1630230,Naji Marshall,Naji,Marshall,True
1628997,Caleb Martin,Caleb,Martin,True
1628998,Cody Martin,Cody,Martin,True
1641798,Jaylen Martin,Jaylen,Martin,True
1630231,KJ Martin,KJ,Martin,True
1631213,Tyrese Martin,Tyrese,Martin,True
1629726,Garrison Mathews,Garrison,Mathews,True
1631097,Bennedict Mathurin,Bennedict,Mathurin,True
1631255,Karlo Matković,Karlo,Matković,True
1630178,Tyrese Maxey,Tyrese,Maxey,True
1630540,Miles McBride,Miles,McBride,True
1642272,Jared McCain,Jared,McCain,True
1630644,Mac McClung,Mac,McClung,True
203468,CJ McCollum,CJ,McCollum,True
204456,T.J. McConnell,T.J.,McConnell,True
1641755,Kevin McCullar Jr.,Kevin,McCullar Jr.,True
1630183,Jaden McDaniels,Jaden,McDaniels,True
1629667,Jalen McDaniels,Jalen,McDaniels,True
203926,Doug McDermott,Doug,McDermott,True
1631121,Bryce McGowens,Bryce,McGowens,True
1629162,Jordan McLaughlin,Jordan,McLaughlin,True
1629098,Jack McVeigh,Jack,McVeigh,True
1629001,De'Anthony Melton,De'Anthony,Melton,True
1630241,Sam Merrill,Sam,Merrill,True
203995,Vasilije Micic,Vasilije,Micic,True
203114,Khris Middleton,Khris,Middleton,True
1641706,Brandon Miller,Brandon,Miller,True
1641801,Emanuel Miller,Emanuel,Miller,True
1641757,Jordan Miller,Jordan,Miller,True
1631159,Leonard Miller,Leonard,Miller,True
201988,Patty Mills,Patty,Mills,True
1629003,Shake Milton,Shake,Milton,True
1631303,Justin Minaya,Justin,Minaya,True
1642434,Riley Minix,Riley,Minix,True
1631169,Josh Minott,Josh,Minott,True
1642274,Yves Missi,Yves,Missi,True
1642349,Ajay Mitchell,Ajay,Mitchell,True
1630558,Davion Mitchell,Davion,Mitchell,True
1628378,Donovan Mitchell,Donovan,Mitchell,True
1630596,Evan Mobley,Evan,Mobley,True
1630600,Isaiah Mobley,Isaiah,Mobley,True
1642367,Jonathan Mogbo,Jonathan,Mogbo,True
1628370,Malik Monk,Malik,Monk,True
1630541,Moses Moody,Moses,Moody,True
1631386,Taze Moore,Taze,Moore,True
1631111,Wendell Moore Jr.,Wendell,Moore Jr.,True
1629630,Ja Morant,Ja,Morant,True
202693,Markieff Morris,Markieff,Morris,True
1628420,Monté Morris,Monté,Morris,True
1630530,Trey Murphy III,Trey,Murphy III,True
1627749,Dejounte Murray,Dejounte,Murray,True
1627750,Jamal Murray,Jamal,Murray,True
1631099,Keegan Murray,Keegan,Murray,True
1631200,Kris Murray,Kris,Murray,True
1629004,Svi Mykhailiuk,Svi,Mykhailiuk,True
1631250,Pete Nance,Pete,Nance,True
1626204,Larry Nance Jr.,Larry,Nance Jr.,True
1629614,Andrew Nembhard,Andrew,Nembhard,True
1630174,Aaron Nesmith,Aaron,Nesmith,True
1641803,Tristen Newton,Tristen,Newton,True
1627777,Georges Niang,Georges,Niang,True
1630227,Daishen Nix,Daishen,Nix,True
1630192,Zeke Nnaji,Zeke,Nnaji,True
1641936,Miles Norris,Miles,Norris,True
1629669,Jaylen Nowell,Jaylen,Nowell,True
203994,Jusuf Nurkić,Jusuf,Nurkić,True
1626220,Royce O'Neale,Royce,O'Neale,True
1626143,Jahlil Okafor,Jahlil,Okafor,True
1629643,Chuma Okeke,Chuma,Okeke,True
1629006,Josh Okogie,Josh,Okogie,True
1630168,Onyeka Okongwu,Onyeka,Okongwu,True
1630171,Isaac Okoro,Isaac,Okoro,True
1642439,Quincy Olivari,Quincy,Olivari,True
203482,Kelly Olynyk,Kelly,Olynyk,True
1626162,Kelly Oubre Jr.,Kelly,Oubre Jr.,True
101108,Chris Paul,Chris,Paul,True
1626166,Cameron Payne,Cameron,Payne,True
203901,Elfrid Payton,Elfrid,Payton,True
1627780,Gary Payton II,Gary,Payton II,True
1641809,Drew Peterson,Drew,Peterson,True
1641763,Julian Phillips,Julian,Phillips,True
1629618,Jalen Pickett,Jalen,Pickett,True
1630590,Scotty Pippen Jr.,Scotty,Pippen Jr.,True
1631342,Daeqwon Plowden,Daeqwon,Plowden,True
203486,Mason Plumlee,Mason,Plumlee,True
1641764,Brandin Podziemski,Brandin,Podziemski,True
1627751,Jakob Poeltl,Jakob,Poeltl,True
1629673,Jordan Poole,Jordan,Poole,True
1641854,Craig Porter Jr.,Craig,Porter Jr.,True
1629645,Kevin Porter Jr.,Kevin,Porter Jr.,True
1629008,Michael Porter Jr.,Michael,Porter Jr.,True
1626171,Bobby Portis,Bobby,Portis,True
204001,Kristaps Porziņģis,Kristaps,Porziņģis,True
1642366,Quinten Post,Quinten,Post,True
1630695,Micah Potter,Micah,Potter,True
203939,Dwight Powell,Dwight,Powell,True
1626181,Norman Powell,Norman,Powell,True
1627752,Taurean Prince,Taurean,Prince,True
1630202,Payton Pritchard,Payton,Pritchard,True
1641765,Olivier-Maxence Prosper,Olivier-Maxence,Prosper,True
1642389,Zyon Pullin,Zyon,Pullin,True
1630243,Trevelin Queen,Trevelin,Queen,True
1629674,Neemias Queta,Neemias,Queta,True
1630193,Immanuel Quickley,Immanuel,Quickley,True
1631311,Lester Quinones,Lester,Quinones,True
203944,Julius Randle,Julius,Randle,True
1641871,Duop Reath,Duop,Reath,True
1630559,Austin Reaves,Austin,Reaves,True
1629629,Cam Reddish,Cam,Reddish,True
1630194,Paul Reed,Paul,Reed,True
1642024,Alex Reese,Alex,Reese,True
1641810,Antonio Reeves,Antonio,Reeves,True
1629675,Naz Reid,Naz,Reid,True
1631197,Jared Rhoden,Jared,Rhoden,True
1630208,Nick Richards,Nick,Richards,True
1626196,Josh Richardson,Josh,Richardson,True
1642258,Zaccharie Risacher,Zaccharie,Risacher,True
1641857,Liam Robbins,Liam,Robbins,True
1629130,Duncan Robinson,Duncan,Robinson,True
1629011,Mitchell Robinson,Mitchell,Robinson,True
1631115,Orlando Robinson,Orlando,Robinson,True
1630526,Jeremiah Robinson-Earl,Jeremiah,Robinson-Earl,True
1631223,David Roddy,David,Roddy,True
1631157,Ryan Rollins,Ryan,Rollins,True
1642050,Jackson Rowe,Jackson,Rowe,True
1626179,Terry Rozier,Terry,Rozier,True
1641712,Rayan Rupert,Rayan,Rupert,True
1626156,D'Angelo Russell,D'Angelo,Russell,True
1630346,Matt Ryan,Matt,Ryan,True
1627734,Domantas Sabonis,Domantas,Sabonis,True
1642275,Tidjane Salaün,Tidjane,Salaün,True
1641766,Adama Sanogo,Adama,Sanogo,True
1630611,Gui Santos,Gui,Santos,True
1642259,Alex Sarr,Alex,Sarr,True
1631204,Marcus Sasser,Marcus,Sasser,True
1631248,Baylor Scheierman,Baylor,Scheierman,True
203471,Dennis Schröder,Dennis,Schröder,True
1630578,Alperen Sengun,Alperen,Sengun,True
1641729,Brice Sensabaugh,Brice,Sensabaugh,True
1629012,Collin Sexton,Collin,Sexton,True
1629013,Landry Shamet,Landry,Shamet,True
1630545,Terrence Shannon Jr.,Terrence,Shannon Jr.,True
1630549,Day'Ron Sharpe,Day'Ron,Sharpe,True
1631101,Shaedon Sharpe,Shaedon,Sharpe,True
1642347,Jamal Shead,Jamal,Shead,True
1641767,Ben Sheppard,Ben,Sheppard,True
1642263,Reed Sheppard,Reed,Sheppard,True
1627783,Pascal Siakam,Pascal,Siakam,True
1627732,Ben Simmons,Ben,Simmons,True
1629014,Anfernee Simons,Anfernee,Simons,True
1642354,KJ Simpson,KJ,Simpson,True
1631301,Jaylen Sims,Jaylen,Sims,True
1630579,Jericho Sims,Jericho,Sims,True
203935,Marcus Smart,Marcus,Smart,True
1630696,Dru Smith,Dru,Smith,True
1630188,Jalen Smith,Jalen,Smith,True
1642449,Tolu Smith,Tolu,Smith,True
1641890,Tyler Smith,Tyler,Smith,True
1631095,Jabari Smith Jr.,Jabari,Smith Jr.,True
1641733,Nick Smith Jr.,Nick,Smith Jr.,True
1631110,Jeremy Sochan,Jeremy,Sochan,True
1642285,Cam Spencer,Cam,Spencer,True
1630311,Pat Spencer,Pat,Spencer,True
1630531,Jaden Springer,Jaden,Springer,True
1641815,Isaiah Stevens,Isaiah,Stevens,True
1630205,Lamar Stevens,Lamar,Stevens,True
1630191,Isaiah Stewart,Isaiah,Stewart,True
1631124,Julian Strawther,Julian,Strawther,True
1629622,Max Strus,Max,Strus,True
1630591,Jalen Suggs,Jalen,Suggs,True
1631306,Cole Swider,Cole,Swider,True
1630256,Jae'Sean Tate,Jae'Sean,Tate,True
1628369,Jayson Tatum,Jayson,Tatum,True
1630678,Terry Taylor,Terry,Taylor,True
202066,Garrett Temple,Garrett,Temple,True
1631207,Dalen Terry,Dalen,Terry,True
1628464,Daniel Theis,Daniel,Theis,True
1630560,Cam Thomas,Cam,Thomas,True
1641708,Amen Thompson,Amen,Thompson,True
1641709,Ausar Thompson,Ausar,Thompson,True
202691,Klay Thompson,Klay,Thompson,True
202684,Tristan Thompson,Tristan,Thompson,True
1630550,JT Thor,JT,Thor,True
1629680,Matisse Thybulle,Matisse,Thybulle,True
1630214,Xavier Tillman,Xavier,Tillman,True
1631166,Drew Timme,Drew,Timme,True
1641772,Nae'Qwan Tomlin,Nae'Qwan,Tomlin,True
1631210,Jacob Toppin,Jacob,Toppin,True
1630167,Obi Toppin,Obi,Toppin,True
1626157,Karl-Anthony Towns,Karl-Anthony,Towns,True
1642422,Armel Traore,Armel,Traore,True
1631247,Luke Travers,Luke,Travers,True
1629018,Gary Trent Jr.,Gary,Trent Jr.,True
1631131,Oscar Tshiebwe,Oscar,Tshiebwe,True
200782,P.J. Tucker,P.J.,Tucker,True
1626167,Myles Turner,Myles,Turner,True
1641816,Hunter Tyson,Hunter,Tyson,True
1642281,Jaylon Tyson,Jaylon,Tyson,True
1630649,Stanley Umude,Stanley,Umude,True
202685,Jonas Valančiūnas,Jonas,Valančiūnas,True
1627832,Fred VanVleet,Fred,VanVleet,True
1629020,Jarred Vanderbilt,Jarred,Vanderbilt,True
1630170,Devin Vassell,Devin,Vassell,True
1629216,Gabe Vincent,Gabe,Vincent,True
1641774,Tristan Vukcevic,Tristan,Vukcevic,True
202696,Nikola Vučević,Nikola,Vučević,True
1629731,Dean Wade,Dean,Wade,True
1630532,Franz Wagner,Franz,Wagner,True
1629021,Moritz Wagner,Moritz,Wagner,True
1631133,Jabari Walker,Jabari,Walker,True
1641716,Jarace Walker,Jarace,Walker,True
1629022,Lonnie Walker IV,Lonnie,Walker IV,True
1641717,Cason Wallace,Cason,Wallace,True
1630811,Keaton Wallace,Keaton,Wallace,True
1641775,Jordan Walsh,Jordan,Walsh,True
1642266,Ja'Kobe Walter,Ja'Kobe,Walter,True
1642276,Kel'el Ware,Kel'el,Ware,True
1629023,P.J. Washington,P.J.,Washington,True
1631102,TyTy Washington Jr.,TyTy,Washington Jr.,True
1630322,Lindy Waters III,Lindy,Waters III,True
1630570,Trendon Watford,Trendon,Watford,True
1641817,Anton Watson,Anton,Watson,True
1631212,Peyton Watson,Peyton,Watson,True
1642377,Jaylen Wells,Jaylen,Wells,True
1641705,Victor Wembanyama,Victor,Wembanyama,True
1631104,Blake Wesley,Blake,Wesley,True
201566,Russell Westbrook,Russell,Westbrook,True
1630762,Phillip Wheeler,Phillip,Wheeler,True
1629632,Coby White,Coby,White,True
1628401,Derrick White,Derrick,White,True
1641727,Dariq Whitehead,Dariq,Whitehead,True
1641715,Cam Whitmore,Cam,Whitmore,True
1630598,Aaron Wiggins,Aaron,Wiggins,True
203952,Andrew Wiggins,Andrew,Wiggins,True
1631214,Alondes Williams,Alondes,Williams,True
1630314,Brandon Williams,Brandon,Williams,True
1642262,Cody Williams,Cody,Williams,True
1629684,Grant Williams,Grant,Williams,True
1631114,Jalen Williams,Jalen,Williams,True
1631119,Jaylin Williams,Jaylin,Williams,True
1629026,Kenrich Williams,Kenrich,Williams,True
1631109,Mark Williams,Mark,Williams,True
1631466,Nate Williams,Nate,Williams,True
1630172,Patrick Williams,Patrick,Williams,True
1630533,Ziaire Williams,Ziaire,Williams,True
1629057,Robert Williams III,Robert,Williams III,True
1631246,Vince Williams Jr.,Vince,Williams Jr.,True
1629627,Zion Williamson,Zion,Williamson,True
1630592,Jalen Wilson,Jalen,Wilson,True
1630164,James Wiseman,James,Wiseman,True
1631209,Isaiah Wong,Isaiah,Wong,True
1626153,Delon Wright,Delon,Wright,True
1627824,Guerschon Yabusele,Guerschon,Yabusele,True
1642443,Jahmir Young,Jahmir,Young,True
1629027,Trae Young,Trae,Young,True
1627826,Ivica Zubac,Ivica,Zubac,True
1641783,Tristan da Silva,Tristan,da Silva,True
1628427,Vlatko Čančar,Vlatko,Čančar,True
203967,Dario Šarić,Dario,Šarić,True
